"","EditId","occid","CatalogNumber","dbpk","ReviewStatus","AppliedStatus","Editor","Timestamp","FieldName","OldValue","NewValue"
"99482",2487098,4279946,"0050592MOR",57288,"OPEN","APPLIED","Bannon, Lee",42451.7563541667,"decimallatitude","42.142099999999999","42.141078999999998"
"107180",2487099,4279946,"0050592MOR",57288,"OPEN","APPLIED","Bannon, Lee",42451.7563541667,"decimallongitude","-87.838399999999993","-87.831683999999996"
"99481",2487115,4279947,"0050593MOR",57289,"OPEN","APPLIED","Bannon, Lee",42451.7567939815,"decimallatitude","42.140799999999999","42.141078999999998"
"107179",2487116,4279947,"0050593MOR",57289,"OPEN","APPLIED","Bannon, Lee",42451.7567939815,"decimallongitude","-87.837500000000006","-87.831683999999996"
"99480",2487133,4279948,"0050594MOR",57290,"OPEN","APPLIED","Bannon, Lee",42451.757349537,"decimallatitude","42.342700000000001","42.339319000000003"
"107178",2487134,4279948,"0050594MOR",57290,"OPEN","APPLIED","Bannon, Lee",42451.757349537,"decimallongitude","-87.878100000000003","-87.877476999999999"
"99479",2487173,4279949,"0050595MOR",57291,"OPEN","APPLIED","Bannon, Lee",42451.7596412037,"decimallatitude","42.342700000000001","42.340904999999999"
"107177",2487174,4279949,"0050595MOR",57291,"OPEN","APPLIED","Bannon, Lee",42451.7596412037,"decimallongitude","-87.878100000000003","-87.878957"
"99478",2487192,4279950,"0050596MOR",57292,"OPEN","APPLIED","Bannon, Lee",42451.7603703704,"decimallatitude","42.336300000000001","42.336112"
"107176",2487193,4279950,"0050596MOR",57292,"OPEN","APPLIED","Bannon, Lee",42451.7603703704,"decimallongitude","-87.858000000000004","-87.869304"
"99477",2487221,4279951,"0050597MOR",57293,"OPEN","APPLIED","Bannon, Lee",42451.7609722222,"decimallatitude","42.336300000000001","42.336112"
"107175",2487222,4279951,"0050597MOR",57293,"OPEN","APPLIED","Bannon, Lee",42451.7609722222,"decimallongitude","-87.858000000000004","-87.869304"
"99476",2487241,4279952,"0051776MOR",57306,"OPEN","APPLIED","Bannon, Lee",42451.7616666667,"decimallatitude","42.417999999999999","42.423515000000002"
"107174",2487242,4279952,"0051776MOR",57306,"OPEN","APPLIED","Bannon, Lee",42451.7616666667,"decimallongitude","-88.330399999999997","-88.324054000000004"
"99475",2487304,4279953,"0051775MOR",57307,"OPEN","APPLIED","Bannon, Lee",42451.7640393519,"decimallatitude","42.418900000000001","42.437927000000002"
"107173",2487305,4279953,"0051775MOR",57307,"OPEN","APPLIED","Bannon, Lee",42451.7640393519,"decimallongitude","-88.330399999999997","-88.320190999999994"
"99474",2487311,4279959,"0051769MOR",57313,"OPEN","APPLIED","Bannon, Lee",42451.7644444444,"decimallatitude","42.418799999999997","42.437927000000002"
"107172",2487312,4279959,"0051769MOR",57313,"OPEN","APPLIED","Bannon, Lee",42451.7644444444,"decimallongitude","-88.330399999999997","-88.320190999999994"
"99473",2487320,4279960,"0051768MOR",57314,"OPEN","APPLIED","Bannon, Lee",42451.7659953704,"decimallatitude","42.4191","42.437547000000002"
"107171",2487321,4279960,"0051768MOR",57314,"OPEN","APPLIED","Bannon, Lee",42451.7659953704,"decimallongitude","-88.330600000000004","-88.319719000000006"
"99472",2527347,4279961,"0051767MOR",57315,"OPEN","APPLIED","Bannon, Lee",42458.6305555556,"decimallatitude","42.4191","42.437547000000002"
"107170",2527348,4279961,"0051767MOR",57315,"OPEN","APPLIED","Bannon, Lee",42458.6305555556,"decimallongitude","-88.330600000000004","-88.320706000000001"
"99471",2527373,4279962,"0051766MOR",57316,"OPEN","APPLIED","Bannon, Lee",42458.632037037,"decimallatitude","42.419899999999998","42.437578999999999"
"107169",2527374,4279962,"0051766MOR",57316,"OPEN","APPLIED","Bannon, Lee",42458.632037037,"decimallongitude","-88.330399999999997","-88.321307000000004"
"99470",2527384,4279963,"0051765MOR",57317,"OPEN","APPLIED","Bannon, Lee",42458.6325347222,"decimallatitude","42.419899999999998","42.437578999999999"
"107168",2527385,4279963,"0051765MOR",57317,"OPEN","APPLIED","Bannon, Lee",42458.6325347222,"decimallongitude","-88.330399999999997","-88.321307000000004"
"99469",2527396,4279983,"0050598MOR",57346,"OPEN","APPLIED","Bannon, Lee",42458.6333333333,"decimallatitude","41.834200000000003","41.835447000000002"
"107167",2527397,4279983,"0050598MOR",57346,"OPEN","APPLIED","Bannon, Lee",42458.6333333333,"decimallongitude","-87.9024","-87.902880999999994"
"99468",2527408,4279984,"0050599MOR",57347,"OPEN","APPLIED","Bannon, Lee",42458.6340972222,"decimallatitude","42.336300000000001","42.336112"
"107166",2527409,4279984,"0050599MOR",57347,"OPEN","APPLIED","Bannon, Lee",42458.6340972222,"decimallongitude","-87.858199999999997","-87.869304"
"99467",2527418,4279985,"0050600MOR",57348,"OPEN","APPLIED","Bannon, Lee",42458.6345601852,"decimallatitude","42.3371","42.336112"
"107165",2527419,4279985,"0050600MOR",57348,"OPEN","APPLIED","Bannon, Lee",42458.6345601852,"decimallongitude","-87.857600000000005","-87.869304"
"99466",2527437,4279986,"0050601MOR",57349,"OPEN","APPLIED","Bannon, Lee",42458.6375231482,"decimallatitude","41.834200000000003","41.836646000000002"
"107164",2527438,4279986,"0050601MOR",57349,"OPEN","APPLIED","Bannon, Lee",42458.6375231482,"decimallongitude","-87.902799999999999","-87.903824999999998"
"99465",2527444,4279987,"0050602MOR",57350,"OPEN","APPLIED","Bannon, Lee",42458.637962963,"decimallatitude","42.343000000000004","42.339319000000003"
"107163",2527445,4279987,"0050602MOR",57350,"OPEN","APPLIED","Bannon, Lee",42458.637962963,"decimallongitude","-87.876599999999996","-87.877476999999999"
"99464",2527451,4279988,"0050603MOR",57366,"OPEN","APPLIED","Bannon, Lee",42458.6383680556,"decimallatitude","42.342700000000001","42.339319000000003"
"107162",2527452,4279988,"0050603MOR",57366,"OPEN","APPLIED","Bannon, Lee",42458.6383680556,"decimallongitude","-87.876400000000004","-87.877476999999999"
"99463",2527458,4279989,"0050604MOR",57367,"OPEN","APPLIED","Bannon, Lee",42458.6388888889,"decimallatitude","42.342700000000001","42.339319000000003"
"107161",2527459,4279989,"0050604MOR",57367,"OPEN","APPLIED","Bannon, Lee",42458.6388888889,"decimallongitude","-87.876400000000004","-87.877476999999999"
"99462",2527465,4279990,"0050605MOR",57368,"OPEN","APPLIED","Bannon, Lee",42458.6392476852,"decimallatitude","42.343000000000004","42.339319000000003"
"107160",2527466,4279990,"0050605MOR",57368,"OPEN","APPLIED","Bannon, Lee",42458.6392476852,"decimallongitude","-87.877499999999998","-87.877476999999999"
"99461",2527481,4279991,"0050606MOR",57369,"OPEN","APPLIED","Bannon, Lee",42458.6397916667,"decimallatitude","42.336399999999998","42.336112"
"107159",2527482,4279991,"0050606MOR",57369,"OPEN","APPLIED","Bannon, Lee",42458.6397916667,"decimallongitude","-87.858099999999993","-87.869304"
"99460",2527488,4279992,"0050607MOR",57370,"OPEN","APPLIED","Bannon, Lee",42458.6415277778,"decimallatitude","42.343000000000004","42.340246"
"107158",2527489,4279992,"0050607MOR",57370,"OPEN","APPLIED","Bannon, Lee",42458.6415277778,"decimallongitude","-87.877499999999998","-87.877734000000004"
"99459",2527495,4279993,"0050608MOR",57371,"OPEN","APPLIED","Bannon, Lee",42458.6422916667,"decimallatitude","42.401899999999998","42.401409999999998"
"107157",2527496,4279993,"0050608MOR",57371,"OPEN","APPLIED","Bannon, Lee",42458.6422916667,"decimallongitude","-87.831100000000006","-87.838683000000003"
"99458",2527502,4279994,"0050609MOR",57372,"OPEN","APPLIED","Bannon, Lee",42458.6427083333,"decimallatitude","42.403399999999998","42.401409999999998"
"107156",2527503,4279994,"0050609MOR",57372,"OPEN","APPLIED","Bannon, Lee",42458.6427083333,"decimallongitude","-87.837999999999994","-87.838683000000003"
"99457",2527509,4279995,"0050610MOR",57373,"OPEN","APPLIED","Bannon, Lee",42458.6431481481,"decimallatitude","42.403599999999997","42.401409999999998"
"107155",2527510,4279995,"0050610MOR",57373,"OPEN","APPLIED","Bannon, Lee",42458.6431481481,"decimallongitude","-87.837500000000006","-87.838683000000003"
"99456",2527516,4279996,"0050611MOR",57374,"OPEN","APPLIED","Bannon, Lee",42458.6436574074,"decimallatitude","41.834200000000003","41.835447000000002"
"107154",2527517,4279996,"0050611MOR",57374,"OPEN","APPLIED","Bannon, Lee",42458.6436574074,"decimallongitude","-87.903800000000004","-87.902880999999994"
"99455",2527523,4279997,"0050612MOR",57375,"OPEN","APPLIED","Bannon, Lee",42458.6440856481,"decimallatitude","42.342100000000002","42.339319000000003"
"107153",2527524,4279997,"0050612MOR",57375,"OPEN","APPLIED","Bannon, Lee",42458.6440856481,"decimallongitude","-87.876400000000004","-87.877476999999999"
"99454",2527534,4279998,"0050613MOR",57376,"OPEN","APPLIED","Bannon, Lee",42458.6445717593,"decimallatitude","42.401000000000003","42.401409999999998"
"107152",2527535,4279998,"0050613MOR",57376,"OPEN","APPLIED","Bannon, Lee",42458.6445717593,"decimallongitude","-87.837100000000007","-87.838683000000003"
"99453",2527543,4279999,"0050614MOR",57377,"OPEN","APPLIED","Bannon, Lee",42458.6449768519,"decimallatitude","42.400500000000001","42.401409999999998"
"107151",2527544,4279999,"0050614MOR",57377,"OPEN","APPLIED","Bannon, Lee",42458.6449768519,"decimallongitude","-87.836600000000004","-87.838683000000003"
"99452",2527552,4280000,"0050615MOR",57378,"OPEN","APPLIED","Bannon, Lee",42458.6463541667,"decimallatitude","41.833799999999997","41.834856000000002"
"107150",2527553,4280000,"0050615MOR",57378,"OPEN","APPLIED","Bannon, Lee",42458.6463541667,"decimallongitude","-87.903499999999994","-87.902107999999998"
"99451",2527564,4280001,"0050616MOR",57379,"OPEN","APPLIED","Bannon, Lee",42458.6477546296,"decimallatitude","41.834499999999998","41.837158000000002"
"107149",2527565,4280001,"0050616MOR",57379,"OPEN","APPLIED","Bannon, Lee",42458.6477546296,"decimallongitude","-87.902900000000002","-87.903997000000004"
"99450",2527571,4280012,"0050627MOR",57406,"OPEN","APPLIED","Bannon, Lee",42458.6488888889,"decimallatitude","41.834699999999998","41.837029999999999"
"107148",2527572,4280012,"0050627MOR",57406,"OPEN","APPLIED","Bannon, Lee",42458.6488888889,"decimallongitude","-87.903199999999998","-87.906571"
"99449",2527578,4280013,"0050628MOR",57407,"OPEN","APPLIED","Bannon, Lee",42458.6494097222,"decimallatitude","42.402500000000003","42.401409999999998"
"107147",2527579,4280013,"0050628MOR",57407,"OPEN","APPLIED","Bannon, Lee",42458.6494097222,"decimallongitude","-87.831699999999998","-87.838683000000003"
"99448",2527590,4280014,"0050629MOR",57408,"OPEN","APPLIED","Bannon, Lee",42458.649849537,"decimallatitude","42.4026","42.401409999999998"
"107146",2527591,4280014,"0050629MOR",57408,"OPEN","APPLIED","Bannon, Lee",42458.649849537,"decimallongitude","-87.831999999999994","-87.838683000000003"
"99447",2527600,4280015,"0050630MOR",57409,"OPEN","APPLIED","Bannon, Lee",42458.6501851852,"decimallatitude","42.402799999999999","42.401409999999998"
"107145",2527601,4280015,"0050630MOR",57409,"OPEN","APPLIED","Bannon, Lee",42458.6501851852,"decimallongitude","-87.835700000000003","-87.838683000000003"
"99446",2527619,4280016,"0050631MOR",57410,"OPEN","APPLIED","Bannon, Lee",42458.6506481481,"decimallatitude","42.421399999999998","42.423515000000002"
"107144",2527620,4280016,"0050631MOR",57410,"OPEN","APPLIED","Bannon, Lee",42458.6506481481,"decimallongitude","-88.329700000000003","-88.324054000000004"
"99445",2527634,4280017,"0050632MOR",57411,"OPEN","APPLIED","Bannon, Lee",42458.6520833333,"decimallatitude","42.336300000000001","42.337350000000001"
"107143",2527635,4280017,"0050632MOR",57411,"OPEN","APPLIED","Bannon, Lee",42458.6520833333,"decimallongitude","-87.858000000000004","-87.867243999999999"
"99444",2527663,4280018,"0050633MOR",57412,"OPEN","APPLIED","Bannon, Lee",42458.6526851852,"decimallatitude","42.336399999999998","42.336112"
"107142",2527664,4280018,"0050633MOR",57412,"OPEN","APPLIED","Bannon, Lee",42458.6526851852,"decimallongitude","-87.858099999999993","-87.869304"
"99443",2527674,4280019,"0050634MOR",57413,"OPEN","APPLIED","Bannon, Lee",42458.6533796296,"decimallatitude","42.336599999999997","42.336112"
"107141",2527675,4280019,"0050634MOR",57413,"OPEN","APPLIED","Bannon, Lee",42458.6533796296,"decimallongitude","-87.857699999999994","-87.869304"
"99442",2527699,4280020,"0050635MOR",57426,"OPEN","APPLIED","Bannon, Lee",42458.6544328704,"decimallatitude","42.420499999999997","42.420315000000002"
"107140",2527700,4280020,"0050635MOR",57426,"OPEN","APPLIED","Bannon, Lee",42458.6544328704,"decimallongitude","-88.330200000000005","-88.324612000000002"
"99441",2527717,4280021,"0050636MOR",57427,"OPEN","APPLIED","Bannon, Lee",42458.654837963,"decimallatitude","42.421199999999999","42.423515000000002"
"107139",2527718,4280021,"0050636MOR",57427,"OPEN","APPLIED","Bannon, Lee",42458.654837963,"decimallongitude","-88.329700000000003","-88.324054000000004"
"99440",2527747,4280022,"0050637MOR",57428,"OPEN","APPLIED","Bannon, Lee",42458.6557060185,"decimallatitude","42.421399999999998","42.437167000000002"
"107138",2527748,4280022,"0050637MOR",57428,"OPEN","APPLIED","Bannon, Lee",42458.6557060185,"decimallongitude","-88.329700000000003","-88.319976999999994"
"99439",2527791,4280023,"0050638MOR",57429,"OPEN","APPLIED","Bannon, Lee",42458.6563425926,"decimallatitude","41.833799999999997","41.835447000000002"
"107137",2527792,4280023,"0050638MOR",57429,"OPEN","APPLIED","Bannon, Lee",42458.6563425926,"decimallongitude","-87.903499999999994","-87.902880999999994"
"99438",2527801,4280024,"0050639MOR",57430,"OPEN","APPLIED","Bannon, Lee",42458.6580439815,"decimallatitude","41.833599999999997","41.834983000000001"
"107136",2527802,4280024,"0050639MOR",57430,"OPEN","APPLIED","Bannon, Lee",42458.6580439815,"decimallongitude","-87.903700000000001","-87.904167999999999"
"99437",2527808,4280025,"0050640MOR",57431,"OPEN","APPLIED","Bannon, Lee",42458.6586226852,"decimallatitude","41.457799999999999","41.459375000000001"
"107135",2527809,4280025,"0050640MOR",57431,"OPEN","APPLIED","Bannon, Lee",42458.6586226852,"decimallongitude","-87.689099999999996","-87.696827999999996"
"99436",2527815,4231225,"0050641MOR",57432,"OPEN","APPLIED","Bannon, Lee",42458.6590162037,"decimallatitude","41.458500000000001","41.459375000000001"
"107134",2527816,4231225,"0050641MOR",57432,"OPEN","APPLIED","Bannon, Lee",42458.6590162037,"decimallongitude","-87.688000000000002","-87.696827999999996"
"99435",2527822,4280026,"0050642MOR",57433,"OPEN","APPLIED","Bannon, Lee",42458.6595486111,"decimallatitude","41.455500000000001","41.459375000000001"
"107133",2527823,4280026,"0050642MOR",57433,"OPEN","APPLIED","Bannon, Lee",42458.6595486111,"decimallongitude","-87.688500000000005","-87.696827999999996"
"99434",2527851,4280027,"0050643MOR",57434,"OPEN","APPLIED","Bannon, Lee",42458.6599074074,"decimallatitude","41.455599999999997","41.459375000000001"
"107132",2527852,4280027,"0050643MOR",57434,"OPEN","APPLIED","Bannon, Lee",42458.6599074074,"decimallongitude","-87.688299999999998","-87.696827999999996"
"99433",2527860,4280028,"0050644MOR",57435,"OPEN","APPLIED","Bannon, Lee",42458.6613657407,"decimallatitude","41.8337","41.834983000000001"
"107131",2527861,4280028,"0050644MOR",57435,"OPEN","APPLIED","Bannon, Lee",42458.6613657407,"decimallongitude","-87.903800000000004","-87.902967000000004"
"99432",2527867,4280029,"0050645MOR",57436,"OPEN","APPLIED","Bannon, Lee",42458.6617824074,"decimallatitude","41.8337","41.834983000000001"
"107130",2527868,4280029,"0050645MOR",57436,"OPEN","APPLIED","Bannon, Lee",42458.6617824074,"decimallongitude","-87.903800000000004","-87.902967000000004"
"99431",2527880,4280030,"0050646MOR",57437,"OPEN","APPLIED","Bannon, Lee",42458.6625462963,"decimallatitude","41.833599999999997","41.834983000000001"
"107129",2527881,4280030,"0050646MOR",57437,"OPEN","APPLIED","Bannon, Lee",42458.6625462963,"decimallongitude","-87.903700000000001","-87.904167999999999"
"99430",2527902,4280031,"0050647MOR",57438,"OPEN","APPLIED","Bannon, Lee",42458.6631944444,"decimallatitude","41.833799999999997","41.835447000000002"
"107128",2527903,4280031,"0050647MOR",57438,"OPEN","APPLIED","Bannon, Lee",42458.6631944444,"decimallongitude","-87.903300000000002","-87.902880999999994"
"99429",2527909,4280032,"0050648MOR",57439,"OPEN","APPLIED","Bannon, Lee",42458.6636226852,"decimallatitude","42.420499999999997","42.423515000000002"
"107127",2527910,4280032,"0050648MOR",57439,"OPEN","APPLIED","Bannon, Lee",42458.6636226852,"decimallongitude","-88.330200000000005","-88.324054000000004"
"99428",2527960,4280033,"0050649MOR",57440,"OPEN","APPLIED","Bannon, Lee",42458.6680671296,"decimallatitude","41.644300000000001","41.643565000000002"
"107126",2527961,4280033,"0050649MOR",57440,"OPEN","APPLIED","Bannon, Lee",42458.6680671296,"decimallongitude","-87.531099999999995","-87.534113000000005"
"99427",2527985,4280034,"0050650MOR",57441,"OPEN","APPLIED","Bannon, Lee",42458.6687152778,"decimallatitude","42.336199999999998","42.336112"
"107125",2527986,4280034,"0050650MOR",57441,"OPEN","APPLIED","Bannon, Lee",42458.6687152778,"decimallongitude","-87.858099999999993","-87.869304"
"99426",2527992,4280035,"0050651MOR",57442,"OPEN","APPLIED","Bannon, Lee",42458.6690625,"decimallatitude","42.336399999999998","42.336112"
"107124",2527993,4280035,"0050651MOR",57442,"OPEN","APPLIED","Bannon, Lee",42458.6690625,"decimallongitude","-87.857699999999994","-87.869304"
"99425",2527999,4280036,"0050652MOR",57443,"OPEN","APPLIED","Bannon, Lee",42458.6694675926,"decimallatitude","42.337000000000003","42.336112"
"107123",2528000,4280036,"0050652MOR",57443,"OPEN","APPLIED","Bannon, Lee",42458.6694675926,"decimallongitude","-87.858000000000004","-87.869304"
"99424",2528008,4280037,"0050653MOR",57444,"OPEN","APPLIED","Bannon, Lee",42458.6699652778,"decimallatitude","42.403599999999997","42.401409999999998"
"107122",2528009,4280037,"0050653MOR",57444,"OPEN","APPLIED","Bannon, Lee",42458.6699652778,"decimallongitude","-87.837500000000006","-87.838683000000003"
"99423",2528036,4280038,"0050654MOR",57445,"OPEN","APPLIED","Bannon, Lee",42458.6703356481,"decimallatitude","42.402700000000003","42.401409999999998"
"107121",2528037,4280038,"0050654MOR",57445,"OPEN","APPLIED","Bannon, Lee",42458.6703356481,"decimallongitude","-87.8352","-87.838683000000003"
"99422",2528045,4280039,"0050655MOR",57446,"OPEN","APPLIED","Bannon, Lee",42458.67125,"decimallatitude","42.401499999999999","42.401156"
